,image_name,colony_area,ratio_cobelstone,is_good,ratio_debri,ratio_inner_good,ratio_outer_good
31,Good0031_Probabilities.h5,17233,0.1288806359890907,1.0,0.0,0.585620611617246,0.28549875239366335
32,Good0032_Probabilities.h5,17311,0.1602449309687482,1.0,0.0,0.6072439489342036,0.2325111200970481
33,Good0033_Probabilities.h5,21594,0.14416041493007317,1.0,0.0,0.5775215337593776,0.2783180513105492
34,Good0034_Probabilities.h5,24132,0.15634841703961544,1.0,0.0,0.596800928228079,0.24685065473230566
35,Good0035_Probabilities.h5,27117,0.12571449644134675,1.0,0.0,0.6298263082199358,0.2444591953387174
36,Good0036_Probabilities.h5,29984,0.1203308431163287,1.0,0.0,0.6536486125933831,0.22602054429028814
37,Good0037_Probabilities.h5,33838,0.09835096636917076,1.0,0.0,0.6635734972516106,0.23807553637921863
38,Good0038_Probabilities.h5,37558,0.12066670216731455,1.0,0.0,0.6892805793705735,0.19005271846211194
39,Good0039_Probabilities.h5,41109,0.08723150648276533,1.0,0.0,0.721666788294534,0.19110170522270062
40,Good0040_Probabilities.h5,51054,0.10412504407098366,1.0,0.0,0.7116778313158616,0.1841971246131547
41,Good0041_Probabilities.h5,54378,0.08302990179852146,1.0,0.0,0.7297068667475818,0.18726323145389678
42,Good0042_Probabilities.h5,56824,0.061822469379135575,1.0,0.0,0.7791074194002534,0.15907011122061102
43,Good0043_Probabilities.h5,61463,0.0662024307306835,1.0,0.0,0.8024827945267885,0.13131477474252803
44,Good0044_Probabilities.h5,67352,0.07748841905214396,1.0,0.0,0.7824266539969117,0.1400849269509443
45,Good0045_Probabilities.h5,74309,0.0890201725228438,1.0,0.0,0.7174366496655856,0.1935431778115706
46,Good0046_Probabilities.h5,79679,0.11149738325029179,1.0,0.0,0.6583541460108686,0.2301484707388396
47,Good0047_Probabilities.h5,88204,0.12362251145072786,1.0,0.0,0.5895650990884768,0.2868123894607954
48,Good0048_Probabilities.h5,99133,0.13449608102246477,1.0,0.0,0.6013234745241242,0.2641804444534111
49,Good0049_Probabilities.h5,110336,0.1332022186774942,1.0,0.0,0.587795461136891,0.2790023201856148
50,Good0050_Probabilities.h5,120905,0.1311277449237004,1.0,0.0,0.5982796410404864,0.27059261403581325
51,Good0051_Probabilities.h5,135764,0.1272649597831531,1.0,0.0,0.6731313161073628,0.1996037241094841
52,Good0052_Probabilities.h5,148307,0.12895547748926214,1.0,0.0,0.6375693662470416,0.23347515626369625
53,Good0053_Probabilities.h5,164669,0.13584827745355835,1.0,0.0,0.5874572627513376,0.2766944597951041
54,Good0054_Probabilities.h5,181336,0.14047403714651255,1.0,0.0,0.5879472360700578,0.27157872678342965
55,Good0055_Probabilities.h5,203333,0.1232264315187402,1.0,0.0,0.5613746907781816,0.31539887770307823
56,Good0056_Probabilities.h5,224389,0.08038272820860203,1.0,0.0,0.6218575776887458,0.2977596941026521
57,Good0057_Probabilities.h5,247930,0.07992578550397289,1.0,0.0,0.6744443996289275,0.2456298148670996
58,Good0058_Probabilities.h5,267337,0.1285979868106547,1.0,0.0,0.6246759707784556,0.24672604241088963
59,Good0059_Probabilities.h5,288179,0.1351868109751231,1.0,0.0,0.5676680118953845,0.29714517712949245
60,Good0060_Probabilities.h5,317619,0.10815473885378393,1.0,0.0,0.6018814995324587,0.28996376161375736
61,Good0061_Probabilities.h5,344984,0.11945481529578184,1.0,0.0,0.5921115182153375,0.28843366648888064
62,Good0062_Probabilities.h5,373974,0.08631883499922455,1.0,0.0,0.67080866584308,0.24287249915769546
63,Good0063_Probabilities.h5,401288,0.08291052809951954,1.0,0.0,0.6326852534837822,0.2844042184166982
64,Good0064_Probabilities.h5,433516,0.08079286577658033,1.0,0.0,0.6360664888954503,0.28314064532796945
65,Good0065_Probabilities.h5,467773,0.07630838034687765,1.0,0.0,0.6381749267272802,0.28551669292584225
66,Good0066_Probabilities.h5,503422,0.068914350187318,1.0,0.0,0.6401309438204925,0.2909547059921895
67,Good0067_Probabilities.h5,539264,0.08280359897934964,1.0,0.0,0.6382977539757893,0.27889864704486117
68,Good0068_Probabilities.h5,578559,0.10039598381496097,1.0,0.0,0.6315276402233826,0.26807637596165645
69,Good0069_Probabilities.h5,614818,0.06357165860466024,1.0,0.0,0.6550182330380698,0.28141010835727
70,Good0070_Probabilities.h5,654292,0.10774852818007861,1.0,0.0,0.64336259651654,0.24888887530338136
71,Good0071_Probabilities.h5,693287,0.1301654293243635,1.0,0.0,0.6338457233440119,0.23598884733162456
72,Good0072_Probabilities.h5,733713,0.10257689314486727,1.0,0.0,0.6382441090726211,0.2591789977825117
73,Good0073_Probabilities.h5,772323,0.13308680435517264,1.0,0.0,0.6316657667841046,0.23524742886072278
74,Good0074_Probabilities.h5,813996,0.07862200797055514,1.0,0.0,0.6895156732956919,0.231862318733753
75,Good0075_Probabilities.h5,847915,0.06629202219562103,1.0,0.0,0.6841758902720202,0.24953208753235878
76,Good0076_Probabilities.h5,896105,0.1583140368595198,1.0,0.0,0.629580238922894,0.2121057242175861
77,Good0077_Probabilities.h5,916890,0.1720958893651365,1.0,0.0,0.6207080456761443,0.20719606495871914
78,Good0078_Probabilities.h5,947347,0.14230582880401796,1.0,0.0,0.6376533624954742,0.22004080870050785
79,Good0079_Probabilities.h5,983090,0.12890071102340578,1.0,4.068803466620554e-06,0.6537855130252571,0.21730970714787048
80,Good0080_Probabilities.h5,1021299,0.07887797794769211,1.0,1.958290373338268e-06,0.7084497292173986,0.21267033454453593
81,Good0081_Probabilities.h5,1059284,0.08804154504363325,1.0,0.0,0.7132025028226614,0.19875595213370542
82,Good0082_Probabilities.h5,1106454,0.0823811925303718,1.0,0.0,0.6804087652988737,0.2372100421707545
83,Good0083_Probabilities.h5,1149379,0.07656830340557814,1.0,0.0,0.6677788614547507,0.2556528351396711
84,Good0084_Probabilities.h5,1197382,0.13677924004202502,1.0,8.35155363952356e-07,0.5863400318361225,0.27687989296648857
85,Good0085_Probabilities.h5,1237813,0.13876328653843512,1.0,0.0,0.61019313902827,0.25104357443329484
86,Good0086_Probabilities.h5,106276,0.25159960856637437,1.0,0.0,0.23330761413677595,0.5150927772968497
87,Good0087_Probabilities.h5,194163,0.5337474184061844,1.0,0.0,0.07173354346605687,0.3945190381277586
88,Good0088_Probabilities.h5,84293,0.7588411849145243,1.0,0.0,0.001091431079686332,0.24006738400578934
89,Good0089_Probabilities.h5,89886,0.7316489775938411,1.0,0.0,0.0016242796431034867,0.2667267427630554
90,Good0090_Probabilities.h5,153554,0.4434856793050002,1.0,0.0,0.018371387264415125,0.5381429334305847
91,Good0091_Probabilities.h5,130147,0.6674836915180526,1.0,0.0,0.0055706239867227055,0.32694568449522465
92,Good0092_Probabilities.h5,66326,0.7541537255374966,1.0,0.0,0.00241232699092362,0.24343394747157976
93,Good0093_Probabilities.h5,70712,0.8898065392012671,1.0,0.0,0.015541916506392126,0.09465154429234077
94,Good0094_Probabilities.h5,240462,0.6685297469038767,1.0,0.0,0.0443521221648327,0.28711813093129057
95,Good0095_Probabilities.h5,25190,0.7008733624454149,1.0,0.0,0.0009527590313616514,0.2981738785232235
96,Good0096_Probabilities.h5,40001,0.9185020374490638,1.0,0.0,0.015149621259468513,0.06634834129146772
97,Good0097_Probabilities.h5,76969,0.5984357338668814,1.0,0.0,0.02984318361937923,0.3717210825137393
98,Good0098_Probabilities.h5,35092,0.777841103385387,1.0,0.0,0.0009688817964208366,0.22119001481819217
99,Good0099_Probabilities.h5,32427,0.15117032102877231,1.0,0.0,0.04949579054491628,0.7993338884263114
100,Good0100_Probabilities.h5,56801,0.9208992799422545,1.0,0.0,0.00911955775426489,0.06998116230348057
101,Good0101_Probabilities.h5,62859,0.5541131739289521,1.0,0.0,0.0348876055934711,0.4109992204775768
102,Good0102_Probabilities.h5,134856,0.568814142492733,1.0,0.0,0.06713828083288842,0.3640475766743786
103,Good0103_Probabilities.h5,143273,0.5165872146182463,1.0,0.0,0.098769482037788,0.38464330334396574
104,Good0104_Probabilities.h5,64115,0.46962489277080244,1.0,0.0,0.056461046556967945,0.4739140606722296
105,Good0105_Probabilities.h5,201906,0.7451289213792557,1.0,0.0,0.01652254019197052,0.2383485384287738
106,Good0106_Probabilities.h5,108994,0.7915665082481604,1.0,0.0,0.001724865588931501,0.20670862616290805
107,Good0107_Probabilities.h5,31404,0.9448159470131193,1.0,0.0,0.00019105846388995032,0.0549929945229907
108,Good0108_Probabilities.h5,45524,0.8903874879184606,1.0,0.0,0.0018232141288111764,0.10778929795272824
109,Good0109_Probabilities.h5,59153,0.7840684327084002,1.0,0.0,0.014420232279005291,0.20151133501259447
110,Good0110_Probabilities.h5,102937,0.8422433138715913,1.0,0.0,0.009792397291547256,0.14796428883686139
111,Good0111_Probabilities.h5,55404,0.8679337231968811,1.0,0.0,0.013374485596707819,0.11869179120641109
112,Good0112_Probabilities.h5,43915,0.7285210064898099,1.0,0.0,0.0015484458613230104,0.26993054764886715
113,Good0113_Probabilities.h5,80795,0.7274212513150566,1.0,0.0,0.005148833467417538,0.26742991521752585
114,Good0114_Probabilities.h5,75289,0.7093200865996361,1.0,0.0,0.01717382353331828,0.27350608986704567
115,Good0115_Probabilities.h5,76946,0.6829464819483794,1.0,0.0,0.0006887947391677281,0.3163647233124529
116,Good0116_Probabilities.h5,182900,0.5716839803171132,1.0,0.0,0.0532258064516129,0.3750902132312739
117,Good0117_Probabilities.h5,77372,0.9011528718399421,1.0,0.0,0.00399369280876803,0.09485343535128987
118,Good0118_Probabilities.h5,43463,0.8547960334077261,1.0,0.0,0.0035432436785311646,0.14166072291374274
119,Good0119_Probabilities.h5,82137,0.3422452731412153,1.0,0.0,0.034515504583805104,0.6232392222749796
120,Good0120_Probabilities.h5,21647,0.15969880352935742,1.0,0.0,0.08366055342541692,0.7566406430452257
121,Good0121_Probabilities.h5,33677,0.8479674555334501,1.0,0.0,0.00846274905722006,0.14356979540932982
122,Good0122_Probabilities.h5,89236,0.43642700255502265,1.0,0.0,0.015744766686090816,0.5478282307588865
123,Good0123_Probabilities.h5,58812,0.8451846561926137,1.0,0.0,0.011358226212337619,0.14345711759504862
124,Good0124_Probabilities.h5,47718,0.8642231443061319,1.0,0.0,0.012762479567458821,0.12301437612640932
125,Good0125_Probabilities.h5,47279,0.7432686816557034,1.0,0.0,0.0040609995981302485,0.25267031874616636
126,Good0126_Probabilities.h5,67047,0.9223082315390696,1.0,0.0,0.01169328978179486,0.06599847867913552
127,Good0127_Probabilities.h5,76494,0.9275368002719168,1.0,0.0,0.0009673961356446258,0.07149580359243862
128,Good0128_Probabilities.h5,57427,0.9538718721159036,1.0,0.0,0.0010448047085865535,0.045083323175509775
129,Good0129_Probabilities.h5,60237,0.9169613360559125,1.0,0.0,0.008665770207679665,0.07437289373640786
130,Good0130_Probabilities.h5,47358,0.8401114911947295,1.0,0.0,0.0012669453946534905,0.158621563410617
131,Good0131_Probabilities.h5,117952,0.8965087493217581,1.0,0.0,0.01755798969072165,0.08593326098752034
132,Good0132_Probabilities.h5,90029,0.8470159615235091,1.0,0.0,0.006520121294249631,0.14646391718224128
133,Good0133_Probabilities.h5,17437,0.880082583013133,1.0,0.0,0.0026954177897574125,0.1172219991971096
134,Good0134_Probabilities.h5,26583,0.9749840123387127,1.0,0.0,0.0,0.02501598766128729
135,Good0135_Probabilities.h5,18233,0.8240552843744858,1.0,0.0,0.0034552734053639005,0.17248944222015028
136,Good0136_Probabilities.h5,89008,0.7911985439511056,1.0,0.0,0.005437713463958296,0.2033637425849362
137,Good0137_Probabilities.h5,84282,0.921086352957927,1.0,0.0,0.001352601979070264,0.07756104506300278
138,Good0138_Probabilities.h5,26690,0.9158860996627951,1.0,0.0,0.0020232296740352192,0.08209067066316973
139,Good0139_Probabilities.h5,73051,0.7978809324992129,1.0,0.0,0.0004380501293616788,0.20168101737142544
140,Good0140_Probabilities.h5,41194,0.9036024663785989,1.0,0.0,0.01886197018983347,0.0775355634315677
141,Good0141_Probabilities.h5,54916,0.9514713380435574,1.0,0.0,0.011235341248452182,0.037293320707990386
142,Good0142_Probabilities.h5,56983,0.6313110927820578,1.0,0.0,0.0012284365512521278,0.3674604706666901
143,Good0143_Probabilities.h5,33358,0.762785538701361,1.0,0.0,0.004076983032555909,0.2331374782660831
144,Good0144_Probabilities.h5,13173,0.2836104152433007,1.0,0.0,0.3272603051696652,0.3891292795870341
145,Good0145_Probabilities.h5,40772,0.9718434219562445,1.0,0.0,0.004243108015304621,0.023913470028450897
146,Good0146_Probabilities.h5,22768,0.9753162333099087,1.0,0.0,0.0021082220660576245,0.02257554462403373
147,Good0147_Probabilities.h5,32334,0.9695057833859095,1.0,0.0,0.006030803488587864,0.024463413125502566
148,Good0148_Probabilities.h5,25487,0.7421038176325185,1.0,0.0,0.0,0.25789618236748146
149,Good0149_Probabilities.h5,111815,0.9524124670214194,1.0,0.0,0.0076465590484282074,0.03994097393015249
150,Good0150_Probabilities.h5,107283,0.9382567601577138,1.0,0.0,0.0077831529692495545,0.05396008687303674
151,Good0151_Probabilities.h5,43749,0.958124757137306,1.0,0.0,0.005828704656106425,0.036046538206587576
152,Good0152_Probabilities.h5,123886,0.9357473806564099,1.0,0.0,0.007071016902636295,0.05718160244095378
153,Good0153_Probabilities.h5,33650,0.80962852897474,1.0,0.0,0.010906389301634473,0.17946508172362555
154,Good0154_Probabilities.h5,40750,0.946159509202454,1.0,0.0,0.008687116564417178,0.04515337423312883
155,Good0155_Probabilities.h5,48430,0.9497625438777617,1.0,0.0,0.006752013214949412,0.04348544290728887
156,Good0156_Probabilities.h5,28375,0.11894273127753303,1.0,0.0,0.6727753303964757,0.20828193832599118
157,Good0157_Probabilities.h5,31842,0.11673261729790842,1.0,0.0,0.6798253878525218,0.20344199484956976
158,Good0158_Probabilities.h5,38950,0.1619255455712452,1.0,0.0,0.5505776636713735,0.28749679075738127
159,Good0159_Probabilities.h5,41918,0.18665012643733003,1.0,0.0,0.5205639582041128,0.2927859153585572
160,Good0160_Probabilities.h5,53252,0.21334409975212199,1.0,0.0,0.5093705400736123,0.27728536017426575
161,Good0161_Probabilities.h5,70819,0.9435603439754868,1.0,0.0,0.009107725327948714,0.04733193069656448
162,Good0162_Probabilities.h5,67181,0.24172012920319733,1.0,0.0,0.3794674089400277,0.378812461856775
163,Good0163_Probabilities.h5,81756,0.2810068985762513,1.0,0.0,0.3765717500856206,0.34242135133812807
164,Good0164_Probabilities.h5,95203,0.30973813850403875,1.0,0.0,0.3184248395533754,0.37183702194258583
165,Good0165_Probabilities.h5,113227,0.34634848578519256,1.0,0.0,0.2849143755464686,0.36873713866833885
166,Good0166_Probabilities.h5,160702,0.3190252765989222,1.0,0.0,0.4000323580291471,0.2809423653719307
167,Good0167_Probabilities.h5,157869,0.3532549138842965,1.0,0.0,0.34056717911686274,0.3061779069988408
168,Good0168_Probabilities.h5,178506,0.3221516363595621,1.0,0.0,0.33884015103133786,0.33900821260909997
169,Good0169_Probabilities.h5,202216,0.37695335680658304,1.0,0.0,0.3162361039680342,0.30681053922538276
170,Good0170_Probabilities.h5,227975,0.37230836714552035,1.0,0.0,0.32213181269876084,0.3055598201557188
171,Good0171_Probabilities.h5,254323,0.40241739834777035,1.0,0.0,0.2993752039729006,0.298207397679329
172,Good0172_Probabilities.h5,34271,0.1716903504420647,1.0,0.0,0.02383939774153074,0.8044702518164045
173,Good0173_Probabilities.h5,29681,0.14187527374414607,1.0,0.0,0.025201307233583773,0.8329234190222702
174,Good0174_Probabilities.h5,17236,0.16076815966581573,1.0,0.0,0.022336969134369923,0.8168948711998143
175,Good0175_Probabilities.h5,25490,0.07140054923499412,1.0,0.0,0.02255786582973715,0.9060415849352688
176,Good0176_Probabilities.h5,21992,0.09285194616224081,1.0,0.0,0.01982539105129138,0.8873226627864678
177,Good0177_Probabilities.h5,73050,0.04851471594798083,1.0,0.0,0.07824777549623546,0.8732375085557837
178,Good0178_Probabilities.h5,3292,0.2982989064398542,1.0,0.0,0.06773997569866343,0.6339611178614823
179,Good0179_Probabilities.h5,3908,0.2766120777891505,1.0,0.0,0.058085977482088026,0.6653019447287615
180,Good0180_Probabilities.h5,5131,0.5229000194893783,1.0,0.0,0.03722471253167024,0.4398752679789515
181,Good0181_Probabilities.h5,2934,0.2661895023858214,1.0,0.0,0.04124062713019768,0.6925698704839809
182,Good0182_Probabilities.h5,3178,0.2718691000629327,1.0,0.0,0.051290119572057896,0.6768407803650094
183,Good0183_Probabilities.h5,135718,0.07800733874651852,1.0,0.0,0.09235326191072665,0.8296393993427549
184,Good0184_Probabilities.h5,6469,0.3190601329417221,1.0,0.0,0.04622043592518164,0.6347194311330963
185,Good0185_Probabilities.h5,3855,0.5546044098573282,1.0,0.0,0.0,0.4453955901426719
186,Good0186_Probabilities.h5,5026,0.3832073219259849,1.0,0.0,0.06247512932749701,0.5543175487465181
187,Good0187_Probabilities.h5,3135,0.3027113237639553,1.0,0.0,0.09537480063795853,0.6019138755980862
188,Good0188_Probabilities.h5,47703,0.44764480221369723,1.0,0.0,0.05272205102404461,0.4996331467622581
189,Good0189_Probabilities.h5,14843,0.10294414875698983,1.0,0.0,0.0,0.8970558512430101
190,Good0190_Probabilities.h5,7496,0.2513340448239061,1.0,0.0,0.1955709711846318,0.5530949839914621
191,Good0191_Probabilities.h5,12167,0.12270896687761979,1.0,0.0,0.0003287581162159941,0.8769622750061642
192,Good0192_Probabilities.h5,6658,0.3978672273956143,1.0,0.0,0.21673175127665967,0.385401021327726
193,Good0193_Probabilities.h5,9329,0.12337871154464573,1.0,0.0,0.006109979633401222,0.870511308821953
194,Good0194_Probabilities.h5,7499,0.4664621949593279,1.0,0.0,0.2668355780770769,0.26670222696359513
195,Good0195_Probabilities.h5,8963,0.4595559522481312,1.0,0.0,0.24444940310164007,0.29599464465022873
196,Good0196_Probabilities.h5,8958,0.45043536503683856,1.0,0.0,0.20763563295378432,0.3419290020093771
197,Good0197_Probabilities.h5,34200,0.1763157894736842,1.0,0.0,0.03230994152046784,0.791374269005848
198,Good0198_Probabilities.h5,12588,0.392278360343184,1.0,0.0,0.19645694312043216,0.41126469653638387
199,Good0199_Probabilities.h5,17339,0.4463925255205029,1.0,0.0,0.24511217486590922,0.30849529961358785
200,Good0200_Probabilities.h5,16743,0.3943140416890641,1.0,0.0,0.27653347667682016,0.32915248163411576
201,Good0201_Probabilities.h5,16707,0.31184533429101574,1.0,0.0,0.26761237804513077,0.4205422876638535
202,Good0202_Probabilities.h5,17845,0.3469879518072289,1.0,0.0,0.2982908377696834,0.3547212104230877
203,Good0203_Probabilities.h5,12943,0.21115660975044426,1.0,0.0,0.38561384532179555,0.4032295449277602
204,Good0204_Probabilities.h5,22347,0.28630241195686223,1.0,0.0,0.31928223027699465,0.3944153577661431
205,Good0205_Probabilities.h5,22004,0.3550263588438466,1.0,0.0,0.23150336302490457,0.41347027813124887
206,Good0206_Probabilities.h5,24895,0.308335007029524,1.0,0.0,0.32122916248242617,0.3704358304880498
207,Good0207_Probabilities.h5,28684,0.22848975038348907,1.0,0.0,0.43320317947287684,0.3383070701436341
208,Good0208_Probabilities.h5,31234,0.2836332202087469,1.0,0.0,0.42818723186271374,0.2881795479285394
209,Good0209_Probabilities.h5,32577,0.21297234245019492,1.0,0.0,0.4483838290818676,0.3386438284679375
210,Good0210_Probabilities.h5,33536,0.219137643129771,1.0,0.0,0.47325262404580154,0.3076097328244275
211,Good0211_Probabilities.h5,48261,0.43378711589067775,1.0,0.0,0.004993680197260728,0.5612192039120615
212,Good0212_Probabilities.h5,52477,0.13781275606456161,1.0,0.0,0.5903348133467996,0.27185243058863884
213,Good0213_Probabilities.h5,50002,0.09005639774409023,1.0,0.0,0.6292548298068077,0.280688772449102
214,Good0214_Probabilities.h5,55016,0.14675730696524647,1.0,0.0,0.6018249236585721,0.2514177693761815
215,Good0215_Probabilities.h5,59292,0.1053767793294205,1.0,0.0,0.6114821561087499,0.2831410645618296
216,Good0216_Probabilities.h5,61721,0.11641094603133455,1.0,0.0,0.6213768409455452,0.26221221302312014
217,Good0217_Probabilities.h5,69294,0.08641440817386786,1.0,0.0,0.5913499004242792,0.322235691401853
218,Good0218_Probabilities.h5,72239,0.19911682055399438,1.0,0.0,0.47968548844806824,0.3211976909979374
219,Good0219_Probabilities.h5,87483,0.12021764228478676,1.0,0.0,0.46906256072608393,0.4107197969891293
220,Good0220_Probabilities.h5,99095,0.10180130178111912,1.0,0.0,0.47064937686058833,0.42754932135829254
221,Good0221_Probabilities.h5,109310,0.13215625285884183,1.0,0.0,0.4327874851340225,0.43505626200713565
222,Good0222_Probabilities.h5,115404,0.20527018127621227,1.0,0.0,0.3904544036601851,0.40427541506360265
223,Good0223_Probabilities.h5,124835,0.16660391717066528,1.0,0.0,0.4501702246965995,0.3832258581327352
224,Good0224_Probabilities.h5,138145,0.1744543776466756,1.0,0.0,0.3773136921350755,0.4482319302182489
225,Good0225_Probabilities.h5,145670,0.19029999313516854,1.0,0.0,0.3326079494748404,0.47709205738999105
226,Good0226_Probabilities.h5,160222,0.15975334223764526,1.0,0.0,0.39952066507720535,0.44072599268514934
227,Good0227_Probabilities.h5,172172,0.18294496201472946,1.0,0.0,0.3589840392165974,0.4580709987686732
228,Good0228_Probabilities.h5,182847,0.18971599205893452,1.0,0.0,0.44076194851433165,0.36952205942673383
229,Good0229_Probabilities.h5,209252,0.1134612811347084,1.0,0.0,0.5275409554030547,0.35899776346223694
230,Good0230_Probabilities.h5,222400,0.1349775179856115,1.0,0.0,0.5064568345323741,0.3585656474820144
231,Good0231_Probabilities.h5,239115,0.12325031888421889,1.0,0.0,0.5295150868828806,0.3472345942329005
232,Good0232_Probabilities.h5,250903,0.1009553492784064,1.0,0.0,0.5671036217183533,0.3319410290032403
233,Good0233_Probabilities.h5,268583,0.11623222616472376,1.0,0.0,0.5746082216670452,0.30915955216823104
234,Good0234_Probabilities.h5,266830,0.05910504815800322,1.0,0.0,0.6695311621631751,0.27136378967882174
235,Good0235_Probabilities.h5,281332,0.08431319579713648,1.0,0.0,0.6256949085066754,0.2899918956961881
236,Good0236_Probabilities.h5,297644,0.07892650280200508,1.0,0.0,0.6446291542917042,0.2764443429062907
237,Good0237_Probabilities.h5,310420,0.09862122285935185,1.0,0.0,0.5819244894014561,0.31945428773919204
238,Good0238_Probabilities.h5,329227,0.07404617482770247,1.0,0.0,0.6722140043192083,0.2537398208530892
239,Good0239_Probabilities.h5,542791,0.1003848626819531,1.0,0.0,0.544032601867017,0.35558253545102997
240,Good0240_Probabilities.h5,586908,0.10999679677223688,1.0,0.0,0.5476701629556933,0.3423330402720699
241,Good0241_Probabilities.h5,610866,0.10466779948466604,1.0,0.0,0.5747905432615337,0.32054165725380035
242,Good0242_Probabilities.h5,653143,0.08649101345340914,1.0,0.0,0.5923894154878794,0.3211195710587115
243,Good0243_Probabilities.h5,691054,0.08950530638705513,1.0,0.0,0.6089350470440805,0.30155964656886436
244,Good0244_Probabilities.h5,726625,0.08200240839497677,1.0,0.0,0.6341317736108721,0.28386581799415106
245,Good0245_Probabilities.h5,757243,0.08245569784071956,1.0,0.0,0.625080720455653,0.2924635817036275
246,Good0246_Probabilities.h5,800958,0.06682123157518871,1.0,0.0,0.6907191138611513,0.24245965456366
247,Good0247_Probabilities.h5,823530,0.06506502495355361,1.0,0.0,0.692707005209282,0.2422279698371644
248,Good0248_Probabilities.h5,848455,0.08140089928163545,1.0,0.0,0.6843981118621494,0.23420098885621513
249,Good0249_Probabilities.h5,867415,0.08922603367476929,1.0,0.0,0.6720623922805117,0.23871157404471907
250,Good0250_Probabilities.h5,893921,0.08408573017078691,1.0,0.0,0.6619265013351292,0.25398776849408394
251,Good0251_Probabilities.h5,930932,0.08902798485818512,1.0,0.0,0.6856472868050513,0.2253247283367636
252,Good0252_Probabilities.h5,954784,0.059457427020142777,1.0,0.0,0.7669849934644904,0.17355757951536682
253,Good0253_Probabilities.h5,970734,0.06108470497582242,1.0,0.0,0.7721136789274919,0.1668016160966856
254,Good0254_Probabilities.h5,992664,0.057811102246077224,1.0,0.0,0.777766696485417,0.16442220126850576
255,Good0255_Probabilities.h5,1024416,0.04892446037547246,1.0,0.0,0.7804397822759503,0.17063575734857714
256,Good0256_Probabilities.h5,1040021,0.06272469498212055,1.0,0.0,0.7696219595565859,0.16765334546129357
257,Good0257_Probabilities.h5,1065215,0.042521932192092673,1.0,0.0,0.7889815671014772,0.16849650070643016
